Date,Remark,Value
11/30/2006,<,0.11
12/8/2006,<,0.08
12/14/2006,<,0.08
12/19/2006,<,0.08
1/4/2007,<,0.09
1/10/2007,<,0.32
1/24/2007,<,0.08
2/1/2007,,0.67761
2/14/2007,<,0.16
2/26/2007,<,0.08
3/12/2007,,0.86238
4/10/2007,<,0.32236
4/24/2007,<,0.08
5/3/2007,,0.50953
5/7/2007,<,0.11
5/16/2007,<,0.08
6/7/2007,,1.58819
7/2/2007,,1.46874
7/9/2007,<,0.13
7/18/2007,<,0.14
7/31/2007,<,0.099
8/7/2007,<,0.086
8/28/2007,,0.9769
8/30/2007,<,0.07
9/18/2007,<,0.08
10/1/2007,<,0.08
10/15/2007,<,0.13
10/24/2007,<,0.1
11/1/2007,<,0.15
11/8/2007,<,0.09
11/19/2007,<,0.18
11/20/2007,<,0.14
11/26/2007,<,0.14
12/3/2007,<,0.11
12/12/2007,<,0.15
12/20/2007,<,0.22
1/29/2008,<,0.1
1/30/2008,<,0.06
3/17/2008,<,0.14
4/16/2008,<,0.08
4/17/2008,<,0.16
6/5/2008,,1.1428
7/21/2008,,1.6535
7/23/2008,<,0.11
8/4/2008,,1.7653
9/8/2008,<,0.1
9/15/2008,,1.24
10/16/2008,,1.1547
10/22/2008,<,0.08
10/29/2008,<,0.13
11/17/2008,,0.6792
12/29/2008,<,0.4645
1/14/2009,,3.1422
1/22/2009,<,0.088
2/2/2009,<,0.1
2/26/2009,,0.7806
3/5/2009,,0.5176
4/2/2009,,3.8306
4/22/2009,<,0.1
4/27/2009,<,0.2
5/11/2009,,1.3339
6/24/2009,,1.2035
7/8/2009,,1.2603
7/22/2009,<,0.2
7/29/2009,<,0.096
8/24/2009,,1.7974
9/29/2009,,1.4266
10/21/2009,<,0.097
10/29/2009,,1.1476
11/11/2009,<,0.23
11/12/2009,,1.0789
12/21/2009,,1.1491
1/4/2010,,1.2075
2/1/2010,<,0.22
2/3/2010,,1.8275
3/4/2010,,0.9935
4/14/2010,<,0.4558
4/26/2010,<,0.08
5/10/2010,,0.6983
6/15/2010,<,0.1
7/20/2010,<,0.08
8/4/2010,,1.2293
8/19/2010,<,0.19
9/16/2010,,1.091
10/11/2010,,0.9393
11/1/2010,<,0.45
11/9/2010,<,0.088
11/11/2010,,0.8124
1/6/2011,,0.5882
2/10/2011,,2.7419
2/21/2011,<,0.13
3/10/2011,,0.8916
3/24/2011,<,0.085
4/5/2011,,1.5093
5/12/2011,<,0.089
5/19/2011,,0.578
5/23/2011,<,0.09
6/8/2011,,0.9274
7/20/2011,,1.381
8/10/2011,<,0.08
8/22/2011,<,0.47375
9/15/2011,,1.0059
11/9/2011,<,0.08
11/14/2011,,0.9504
11/21/2011,<,0.18
1/9/2012,,0.8215
2/8/2012,<,0.11
2/20/2012,<,0.08
3/15/2012,<,0.3599
5/7/2012,,0.9619
5/14/2012,<,0.08
5/30/2012,<,0.13
7/18/2012,,1.0127
8/7/2012,<,0.12
8/20/2012,<,0.12
9/5/2012,,1.155
11/6/2012,,1.2546
11/7/2012,<,0.13
12/5/2012,<,0.0739
1/15/2013,,0.9186
2/19/2013,<,0.14
2/25/2013,<,0.08
3/18/2013,<,0.3013
3/20/2013,<,0.107
5/14/2013,,1.1991
5/21/2013,<,0.17
6/4/2013,<,0.1076
6/20/2013,<,0.08
7/11/2013,,1.2819
8/20/2013,<,0.11
8/28/2013,<,0.16
9/4/2013,<,0.1148
9/11/2013,,1.0425
11/5/2013,<,0.0961
11/25/2013,<,0.11
1/8/2014,<,0.0906
1/16/2014,,2.5751
3/3/2014,<,0.1
3/20/2014,,3.6188
5/29/2014,,1.3088
6/16/2014,<,0.1
7/15/2014,,1.876
8/18/2014,<,0.1
9/9/2014,,1.2639
10/15/2014,<,0.0704
11/6/2014,<,0.0735
11/13/2014,,0.6963
12/11/2014,<,0.14
12/15/2014,<,0.19
1/7/2015,<,0.0729
1/8/2015,,1.0621
2/12/2015,<,0.0834
3/5/2015,,0.7671
3/9/2015,<,0.33
3/12/2015,<,0.1335
4/9/2015,<,0.1029
5/7/2015,,0.809
5/14/2015,<,0.0716
6/10/2015,<,0.1068
7/9/2015,<,0.093
8/12/2015,<,0.0808
9/9/2015,<,0.08
9/10/2015,<,0.0726
10/8/2015,<,0.0946
11/12/2015,<,0.034
12/3/2015,<,0.09
12/10/2015,<,0.0859
1/6/2016,<,0.0922
1/14/2016,,0.7825
2/18/2016,<,0.1522
3/9/2016,<,0.024
3/24/2016,,0.5061
4/7/2016,<,0.0959
5/9/2016,<,0.11
5/12/2016,<,0.0906
6/9/2016,<,0.0784
7/7/2016,<,0.0884
8/11/2016,<,0.1179
8/24/2016,<,0.07
9/8/2016,<,0.0861
10/5/2016,<,0.1008
11/3/2016,<,0.356966667
11/10/2016,<,0.14
12/8/2016,<,0.0832
1/3/2017,<,0.4764
1/5/2017,<,0.0845
1/18/2017,<,0.092
2/2/2017,<,0.1079
2/15/2017,<,0.13
3/9/2017,<,0.0937
4/6/2017,<,0.1275
4/26/2017,<,0.17
5/1/2017,,0.9148
5/4/2017,<,0.114
6/8/2017,<,0.123
7/6/2017,<,0.1317
7/10/2017,,1.1996
7/26/2017,<,0.16
8/10/2017,<,0.092
9/21/2017,,1.215
10/23/2017,<,0.23
11/2/2017,<,0.0801
11/20/2017,,0.7387
12/7/2017,<,0.0845
1/10/2018,<,0.114
1/18/2018,,0.9728
2/8/2018,<,0.0859
2/15/2018,<,0.3
3/8/2018,<,0.0757
3/20/2018,,0.6936
4/12/2018,<,0.0889
4/25/2018,<,0.36
5/10/2018,<,0.0709
5/17/2018,,1.9609
6/5/2018,<,0.0783
7/16/2018,,1.3115
9/5/2018,<,0.0704
9/12/2018,,1.1567
10/25/2018,<,0.09
11/13/2018,,2.0695
12/4/2018,<,0.0746
1/9/2019,,1.4669
2/14/2019,<,0.09
3/6/2019,<,0.0685
3/11/2019,<,0.4732
5/8/2019,,0.8601
5/20/2019,<,0.11
6/5/2019,<,0.0704
7/10/2019,<,0.09
7/15/2019,,1.2877
9/5/2019,<,0.0807
9/18/2019,,0.9691
11/18/2019,,1.2843
12/3/2019,<,0.075
1/15/2020,,0.7864
3/2/2020,<,0.09
3/4/2020,<,0.0787
3/10/2020,<,0.3655
5/4/2020,<,0.16
5/7/2020,,1.6896
6/2/2020,<,0.1315
7/27/2020,<,0.17
9/2/2020,<,0.1022
9/8/2020,,2.0586
10/15/2020,<,0.11
11/17/2020,,1.1568
12/1/2020,<,0.0778
3/4/2021,<,0.0653
3/15/2021,<,0.12
3/16/2021,<,0.6284
5/12/2021,,1.2211
6/1/2021,<,0.0657
6/7/2021,<,0.14
7/8/2021,,2.7435
9/2/2021,<,0.102
9/7/2021,,1.3843
12/2/2021,<,0.093
12/8/2021,<,0.12
3/3/2022,<,0.1085
3/14/2022,<,0.09
5/5/2022,<,0.9449
6/2/2022,<,0.0962
6/20/2022,<,0.16
8/31/2022,,1.2787
9/14/2022,<,0.0869
9/19/2022,<,0.09
11/2/2022,,0.9962
11/28/2022,<,0.09
12/5/2022,<,0.0833
2/23/2023,<,0.12
3/2/2023,<,0.0855
3/9/2023,,0.5833
5/4/2023,,1.6181
5/11/2023,<,0.1
6/1/2023,<,0.1022
8/17/2023,<,0.09
9/7/2023,<,0.074
11/16/2023,<,0.14
