Date ,Remark,Value
9/14/2010,,0.051
11/4/2010,,0.052
11/22/2010,,0.065
12/6/2010,,0.046
1/6/2011,,0.039
1/19/2011,,0.078
2/10/2011,,0.047
2/15/2011,,0.064
3/8/2011,,0.043
3/16/2011,,0.027
3/23/2011,,0.079
5/3/2011,,0.083
5/19/2011,,0.087
6/23/2011,,0.05
7/15/2011,,0.043
7/19/2011,,0.07
8/8/2011,,0.133
8/24/2011,,0.049
9/20/2011,,0.07
9/27/2011,,0.046
10/26/2011,,0.092
11/4/2011,,0.042
11/16/2011,,0.056
12/19/2011,,0.034
12/21/2011,,0.109
1/18/2012,,0.117
1/27/2012,,0.039
2/22/2012,,0.091
3/19/2012,,0.051
3/22/2012,,0.048
4/17/2012,,0.04
4/24/2012,,0.062
5/4/2012,,0.058
6/20/2012,,0.098
6/28/2012,,0.068
7/10/2012,,0.057
7/13/2012,,0.055
8/20/2012,,0.066
9/6/2012,,0.052
9/7/2012,,0.047
10/9/2012,,0.064
10/24/2012,,0.087
11/7/2012,,0.055
1/3/2013,,0.044
2/20/2013,,0.073
3/14/2013,,0.063
4/18/2013,,0.076
4/24/2013,,0.07
5/3/2013,,0.054
6/12/2013,,0.076
6/18/2013,,0.1
8/21/2013,,0.092
12/9/2013,,0.06
2/17/2014,,0.063
4/21/2014,,0.043
7/29/2014,,0.034
9/24/2014,,0.019
1/13/2015,,0.025
2/24/2015,,0.04
4/2/2015,,0.03
5/13/2015,,0.027
6/4/2015,,0.03
7/27/2015,,0.034
7/29/2015,,0.035
10/2/2015,,0.046
10/7/2015,,0.045
2/5/2016,,0.024
2/18/2016,,0.021
4/1/2016,,0.024
4/26/2016,,0.039
6/9/2016,,0.03
8/18/2016,,0.027
9/13/2016,,0.032
10/28/2016,,0.035
12/8/2016,,0.036
3/23/2017,,0.031
9/6/2017,,0.112
12/7/2017,,0.053
2/28/2018,,0.04
3/12/2018,,0.037
4/3/2018,,0.034
5/29/2018,,0.035
7/18/2018,,0.058
8/13/2018,,0.077
9/24/2018,,0.09
11/12/2018,,0.088
1/16/2019,,0.064
2/5/2019,,0.051
2/21/2019,,0.067
3/18/2019,,0.059
4/25/2019,,0.046
5/6/2019,,0.056
5/13/2019,,0.058
6/26/2019,,0.086
8/6/2019,,0.053
10/11/2019,,0.059
11/4/2019,,0.082
11/21/2019,,0.052
1/3/2020,,0.066
2/19/2020,,0.05
5/20/2020,,0.058
6/16/2020,,0.062
7/28/2020,,0.048
8/6/2020,,0.053
10/28/2020,,0.076
11/2/2020,,0.065
11/9/2020,,0.05
2/24/2021,,0.066
3/11/2021,,0.052
4/21/2021,,0.054
5/4/2021,,0.046
5/27/2021,,0.033
7/14/2021,,0.06
8/11/2021,,0.049
10/20/2021,,0.05
11/30/2021,,0.057
2/10/2022,,0.049
2/14/2022,,0.05
4/18/2022,,0.075
5/4/2022,,0.056
7/26/2022,,0.043
8/18/2022,,0.06
9/7/2022,,0.056
10/12/2022,,0.11
11/22/2022,,0.091
2/8/2023,,0.059
3/6/2023,,0.048
5/25/2023,,0.059
6/1/2023,,0.049
8/7/2023,,0.061
8/24/2023,,0.041
11/7/2023,,0.044
11/8/2023,,0.039
